Game,Month,Day,Year,Num1,Num2,Num3,Num4,Bonus
Texas Two Step,7,29,2019,32,21,27,30,20
Texas Two Step,8,1,2019,2,1,10,23,28
Texas Two Step,8,5,2019,29,25,22,10,5
Texas Two Step,8,8,2019,1,5,9,4,33
Texas Two Step,8,12,2019,19,34,1,7,2
Texas Two Step,8,15,2019,20,4,32,26,6
Texas Two Step,8,19,2019,11,21,3,25,4
Texas Two Step,8,22,2019,2,5,24,6,1
Texas Two Step,8,26,2019,35,32,4,13,5
Texas Two Step,8,29,2019,11,26,24,14,35
Texas Two Step,9,2,2019,10,18,7,5,19
Texas Two Step,9,5,2019,4,6,31,33,30
Texas Two Step,9,9,2019,6,4,33,3,8
Texas Two Step,9,12,2019,26,23,4,28,26
Texas Two Step,9,16,2019,31,21,13,8,12
Texas Two Step,9,19,2019,15,14,19,26,7
Texas Two Step,9,23,2019,34,10,2,22,30
Texas Two Step,9,26,2019,6,11,32,25,4
Texas Two Step,9,30,2019,26,12,3,24,17
Texas Two Step,10,3,2019,2,32,14,34,18
Texas Two Step,10,7,2019,12,23,10,32,16
Texas Two Step,10,10,2019,22,20,8,35,13
Texas Two Step,10,14,2019,2,20,12,4,18
Texas Two Step,10,17,2019,9,23,20,32,7
Texas Two Step,10,21,2019,14,13,15,33,3
Texas Two Step,10,24,2019,6,31,27,2,6
Texas Two Step,10,28,2019,14,1,6,7,19
Texas Two Step,10,31,2019,4,26,31,2,3
Texas Two Step,11,4,2019,5,4,10,34,15
Texas Two Step,11,7,2019,20,27,5,26,29
Texas Two Step,11,11,2019,30,34,31,6,21
Texas Two Step,11,14,2019,1,17,32,9,31
Texas Two Step,11,18,2019,31,33,19,17,13
Texas Two Step,11,21,2019,19,26,4,24,33
Texas Two Step,11,25,2019,2,15,3,9,16
Texas Two Step,11,28,2019,16,33,35,6,11
Texas Two Step,12,2,2019,32,31,21,23,5
Texas Two Step,12,5,2019,7,18,11,15,30
Texas Two Step,12,9,2019,9,29,26,33,3
Texas Two Step,12,12,2019,4,10,26,14,24
Texas Two Step,12,16,2019,5,26,30,15,30
Texas Two Step,12,19,2019,31,35,12,27,18
Texas Two Step,12,23,2019,10,24,4,19,4
Texas Two Step,12,26,2019,13,2,24,1,20
Texas Two Step,12,30,2019,21,2,26,13,27
Texas Two Step,1,2,2020,8,22,10,34,33
Texas Two Step,1,6,2020,31,3,2,15,19
Texas Two Step,1,9,2020,10,30,34,16,25
Texas Two Step,1,13,2020,1,25,27,11,29
Texas Two Step,1,16,2020,11,33,6,31,13
Texas Two Step,1,20,2020,22,11,16,2,22
Texas Two Step,1,23,2020,16,18,20,3,16
Texas Two Step,1,27,2020,22,17,2,14,35
Texas Two Step,1,30,2020,10,2,34,16,11
Texas Two Step,2,3,2020,27,6,28,29,10
Texas Two Step,2,6,2020,33,8,5,34,20
Texas Two Step,2,10,2020,21,25,23,33,5
Texas Two Step,2,13,2020,5,14,28,11,27
Texas Two Step,2,17,2020,20,16,31,21,11
Texas Two Step,2,20,2020,18,33,17,19,24
Texas Two Step,2,24,2020,31,6,8,29,32
Texas Two Step,2,27,2020,30,31,13,24,5
Texas Two Step,3,2,2020,27,17,9,14,3
Texas Two Step,3,5,2020,33,32,23,28,3
Texas Two Step,3,9,2020,32,31,34,25,33
Texas Two Step,3,12,2020,18,1,4,20,20
Texas Two Step,3,16,2020,1,27,25,2,18
Texas Two Step,3,19,2020,27,22,5,3,26
Texas Two Step,3,23,2020,13,24,29,22,23
Texas Two Step,3,26,2020,3,30,28,22,10
Texas Two Step,3,30,2020,35,19,20,5,12
Texas Two Step,4,2,2020,5,12,26,33,22
Texas Two Step,4,6,2020,30,26,3,14,22
Texas Two Step,4,9,2020,19,5,4,28,32
Texas Two Step,4,13,2020,33,22,3,30,3
Texas Two Step,4,16,2020,23,2,18,3,8
Texas Two Step,4,20,2020,23,1,15,29,4
Texas Two Step,4,23,2020,10,7,18,33,31
Texas Two Step,4,27,2020,18,13,4,35,25
Texas Two Step,4,30,2020,27,11,13,32,3
Texas Two Step,5,4,2020,19,23,5,28,2
Texas Two Step,5,7,2020,23,24,17,34,7
Texas Two Step,5,11,2020,30,26,8,20,27
Texas Two Step,5,14,2020,8,30,11,3,29
Texas Two Step,5,18,2020,6,12,19,5,5
Texas Two Step,5,21,2020,31,18,5,3,3
Texas Two Step,5,25,2020,8,5,3,10,30
Texas Two Step,5,28,2020,4,18,23,9,29
Texas Two Step,6,1,2020,3,18,24,14,24
Texas Two Step,6,4,2020,24,8,26,10,17
Texas Two Step,6,8,2020,21,1,24,13,1
Texas Two Step,6,11,2020,15,34,30,9,2
Texas Two Step,6,15,2020,22,1,27,15,26
Texas Two Step,6,18,2020,23,6,32,27,20
Texas Two Step,6,22,2020,11,5,31,16,11
Texas Two Step,6,25,2020,18,2,19,25,33
Texas Two Step,6,29,2020,14,18,24,17,13
Texas Two Step,7,2,2020,4,30,1,22,18
Texas Two Step,7,6,2020,7,15,1,21,20
Texas Two Step,7,9,2020,32,25,23,30,20
Texas Two Step,7,13,2020,5,6,25,29,19
Texas Two Step,7,16,2020,13,32,9,29,27
Texas Two Step,7,20,2020,25,22,18,19,24
Texas Two Step,7,23,2020,5,25,22,28,34
Texas Two Step,7,27,2020,34,30,25,20,17
Texas Two Step,7,30,2020,4,17,14,18,15
Texas Two Step,8,3,2020,35,20,23,17,25
Texas Two Step,8,6,2020,4,1,34,13,18
Texas Two Step,8,10,2020,23,15,28,1,31
Texas Two Step,8,13,2020,27,29,3,8,29
Texas Two Step,8,17,2020,3,24,28,26,14
Texas Two Step,8,20,2020,4,8,11,27,9
Texas Two Step,8,24,2020,10,11,21,28,30
Texas Two Step,8,27,2020,16,10,13,20,27
Texas Two Step,8,31,2020,34,35,9,29,28
Texas Two Step,9,3,2020,19,3,27,29,13
Texas Two Step,9,7,2020,4,19,14,23,24
Texas Two Step,9,10,2020,13,32,2,34,17
Texas Two Step,9,14,2020,35,5,7,30,4
Texas Two Step,9,17,2020,1,28,32,4,6
Texas Two Step,9,21,2020,11,34,29,25,17
Texas Two Step,9,24,2020,1,15,18,22,7
Texas Two Step,9,28,2020,12,35,25,4,31
Texas Two Step,10,1,2020,21,7,9,14,1
Texas Two Step,10,5,2020,4,9,21,19,1
Texas Two Step,10,8,2020,20,12,14,34,31
Texas Two Step,10,12,2020,29,34,6,23,3
Texas Two Step,10,15,2020,6,13,9,27,33
Texas Two Step,10,19,2020,29,26,10,1,34
Texas Two Step,10,22,2020,23,17,9,19,1
Texas Two Step,10,26,2020,15,28,32,24,17
Texas Two Step,10,29,2020,11,5,8,10,12
Texas Two Step,11,2,2020,21,24,28,4,5
Texas Two Step,11,5,2020,6,18,4,19,15
Texas Two Step,11,9,2020,28,32,15,8,35
Texas Two Step,11,12,2020,26,32,10,21,28
Texas Two Step,11,16,2020,3,2,18,7,32
Texas Two Step,11,19,2020,19,14,20,15,34
Texas Two Step,11,23,2020,32,21,4,29,32
Texas Two Step,11,26,2020,34,4,13,21,4
Texas Two Step,11,30,2020,25,23,9,29,34
Texas Two Step,12,3,2020,13,5,16,30,11
Texas Two Step,12,7,2020,8,26,20,3,5
Texas Two Step,12,10,2020,14,25,4,1,3
Texas Two Step,12,14,2020,34,9,22,3,29
Texas Two Step,12,17,2020,31,32,26,2,26
Texas Two Step,12,21,2020,7,33,25,5,4
Texas Two Step,12,24,2020,2,26,11,35,25
Texas Two Step,12,28,2020,19,12,15,7,4
Texas Two Step,12,31,2020,20,12,16,33,13
Texas Two Step,1,4,2021,6,1,25,11,12
Texas Two Step,1,7,2021,23,17,21,1,20
Texas Two Step,1,11,2021,4,31,8,1,11
Texas Two Step,1,14,2021,29,26,23,21,18
Texas Two Step,1,18,2021,5,18,1,28,15
Texas Two Step,1,21,2021,32,4,6,12,5
Texas Two Step,1,25,2021,29,4,24,20,27
Texas Two Step,1,28,2021,25,15,1,21,30
Texas Two Step,2,1,2021,25,17,20,12,30
Texas Two Step,2,4,2021,18,8,1,12,33
Texas Two Step,2,8,2021,26,25,18,23,22
Texas Two Step,2,11,2021,10,14,6,1,1
Texas Two Step,2,15,2021,18,26,11,30,35
Texas Two Step,2,18,2021,19,9,22,5,27
Texas Two Step,2,22,2021,25,35,7,30,12
Texas Two Step,2,25,2021,13,2,26,24,16
Texas Two Step,3,1,2021,3,15,22,30,29
Texas Two Step,3,4,2021,30,3,11,19,17
Texas Two Step,3,8,2021,28,6,3,30,24
Texas Two Step,3,11,2021,8,9,28,3,18
Texas Two Step,3,15,2021,34,15,12,27,35
Texas Two Step,3,18,2021,7,29,22,26,7
Texas Two Step,3,22,2021,32,4,30,3,27
Texas Two Step,3,25,2021,25,27,20,17,29
Texas Two Step,3,29,2021,26,24,19,16,28
Texas Two Step,4,1,2021,10,14,28,34,19
Texas Two Step,4,5,2021,34,16,17,19,23
Texas Two Step,4,8,2021,26,2,8,29,24
Texas Two Step,4,12,2021,19,1,5,10,20
Texas Two Step,4,15,2021,9,21,22,3,22
Texas Two Step,4,19,2021,17,13,14,30,25
Texas Two Step,4,22,2021,16,27,25,20,4
Texas Two Step,4,26,2021,18,13,29,6,26
Texas Two Step,4,29,2021,10,9,3,11,30
Texas Two Step,5,3,2021,1,11,12,27,20
Texas Two Step,5,6,2021,15,2,16,10,12
Texas Two Step,5,10,2021,5,17,32,21,10
Texas Two Step,5,13,2021,23,33,9,16,34
Texas Two Step,5,17,2021,13,20,28,7,25
Texas Two Step,5,20,2021,4,20,15,11,5
Texas Two Step,5,24,2021,8,4,18,32,10
Texas Two Step,5,27,2021,2,35,13,24,19
Texas Two Step,5,31,2021,11,15,5,35,29
Texas Two Step,6,3,2021,10,9,16,35,15
Texas Two Step,6,7,2021,32,21,31,35,35
Texas Two Step,6,10,2021,13,25,11,34,21
Texas Two Step,6,14,2021,11,29,21,20,9
Texas Two Step,6,17,2021,30,11,35,31,32
Texas Two Step,6,21,2021,24,34,12,23,11
Texas Two Step,6,24,2021,25,8,31,27,9
Texas Two Step,6,28,2021,30,2,23,24,6
Texas Two Step,7,1,2021,10,14,27,30,24
Texas Two Step,7,5,2021,31,9,23,1,14
Texas Two Step,7,8,2021,14,29,3,28,8
Texas Two Step,7,12,2021,3,13,25,20,6
Texas Two Step,7,15,2021,12,30,18,29,31
Texas Two Step,7,19,2021,25,9,16,27,20
Texas Two Step,7,22,2021,27,28,4,12,20
Texas Two Step,7,26,2021,34,32,26,14,18
Texas Two Step,7,29,2021,29,33,2,7,3
Texas Two Step,8,2,2021,16,5,8,6,14
Texas Two Step,8,5,2021,6,1,30,8,30
Texas Two Step,8,9,2021,24,13,5,16,15
Texas Two Step,8,12,2021,22,28,32,26,16
Texas Two Step,8,16,2021,21,26,32,16,19
Texas Two Step,8,19,2021,34,23,17,1,12
Texas Two Step,8,23,2021,1,29,4,2,31
Texas Two Step,8,26,2021,3,4,12,32,18
Texas Two Step,8,30,2021,4,9,13,33,19
Texas Two Step,9,2,2021,19,21,25,30,2
Texas Two Step,9,6,2021,16,13,21,7,11
Texas Two Step,9,9,2021,1,23,4,32,26
Texas Two Step,9,13,2021,26,7,23,33,3
Texas Two Step,9,16,2021,1,12,8,13,27
Texas Two Step,9,20,2021,21,25,30,28,22
Texas Two Step,9,23,2021,21,26,4,34,26
Texas Two Step,9,27,2021,25,8,4,31,24
Texas Two Step,9,30,2021,9,25,30,2,26
Texas Two Step,10,4,2021,22,11,28,21,32
Texas Two Step,10,7,2021,16,35,19,2,22
Texas Two Step,10,11,2021,4,20,30,19,27
Texas Two Step,10,14,2021,15,26,28,1,35
Texas Two Step,10,18,2021,20,17,32,5,28
Texas Two Step,10,21,2021,13,4,30,8,27
Texas Two Step,10,25,2021,30,8,12,10,32
Texas Two Step,10,28,2021,12,18,30,35,5
Texas Two Step,11,1,2021,3,13,19,34,24
Texas Two Step,11,4,2021,17,28,12,32,25
Texas Two Step,11,8,2021,4,27,17,32,2
Texas Two Step,11,11,2021,2,20,24,7,30
Texas Two Step,11,15,2021,34,3,4,19,7
Texas Two Step,11,18,2021,6,17,26,14,30
Texas Two Step,11,22,2021,29,27,12,8,23
Texas Two Step,11,25,2021,21,26,5,2,24
Texas Two Step,11,29,2021,26,29,22,1,25
Texas Two Step,12,2,2021,22,25,4,9,1
Texas Two Step,12,6,2021,5,31,33,13,34
Texas Two Step,12,9,2021,7,14,10,4,4
Texas Two Step,12,13,2021,4,28,24,1,25
Texas Two Step,12,16,2021,31,28,1,32,22
Texas Two Step,12,20,2021,21,34,17,24,11
Texas Two Step,12,23,2021,21,13,3,34,15
Texas Two Step,12,27,2021,20,31,33,13,28
Texas Two Step,12,30,2021,35,3,28,13,2
Texas Two Step,1,3,2022,29,21,33,2,21
Texas Two Step,1,6,2022,28,16,24,2,13
Texas Two Step,1,10,2022,16,33,21,22,9
Texas Two Step,1,13,2022,18,25,17,23,15
Texas Two Step,1,17,2022,14,35,5,4,5
Texas Two Step,1,20,2022,15,1,28,5,6
Texas Two Step,1,24,2022,32,16,4,13,29
Texas Two Step,1,27,2022,2,30,4,15,6
Texas Two Step,1,31,2022,6,14,33,30,12
Texas Two Step,2,3,2022,18,28,21,24,11
Texas Two Step,2,7,2022,29,1,17,23,32
Texas Two Step,2,10,2022,16,21,17,13,32
Texas Two Step,2,14,2022,26,10,7,24,25
Texas Two Step,2,17,2022,9,32,30,34,14
Texas Two Step,2,21,2022,2,28,25,26,5
Texas Two Step,2,24,2022,20,30,9,26,13
Texas Two Step,2,28,2022,28,17,29,15,22
Texas Two Step,3,3,2022,22,35,17,4,2
Texas Two Step,3,7,2022,31,33,17,8,13
Texas Two Step,3,10,2022,31,28,12,17,31
Texas Two Step,3,14,2022,15,11,26,3,33
Texas Two Step,3,17,2022,13,27,33,35,11
Texas Two Step,3,21,2022,7,26,34,24,22
Texas Two Step,3,24,2022,13,18,35,8,15
Texas Two Step,3,28,2022,31,8,23,7,33
Texas Two Step,3,31,2022,15,26,28,17,10
Texas Two Step,4,4,2022,30,22,18,27,1
Texas Two Step,4,7,2022,23,5,12,25,13
Texas Two Step,4,11,2022,32,15,33,11,32
Texas Two Step,4,14,2022,14,10,26,29,31
Texas Two Step,4,18,2022,30,20,10,24,10
Texas Two Step,4,21,2022,33,25,8,7,29
Texas Two Step,4,25,2022,22,14,9,34,33
Texas Two Step,4,28,2022,16,6,22,29,26
Texas Two Step,5,2,2022,12,16,35,15,28
Texas Two Step,5,5,2022,35,33,26,15,14
Texas Two Step,5,9,2022,33,17,16,22,28
Texas Two Step,5,12,2022,9,19,7,21,33
Texas Two Step,5,16,2022,4,32,13,22,15
Texas Two Step,5,19,2022,12,22,25,21,1
Texas Two Step,5,23,2022,12,19,30,32,30
Texas Two Step,5,26,2022,34,35,5,12,18
Texas Two Step,5,30,2022,8,24,6,29,24
Texas Two Step,6,2,2022,32,12,9,2,3
Texas Two Step,6,6,2022,35,8,2,20,8
Texas Two Step,6,9,2022,24,18,15,8,18
Texas Two Step,6,13,2022,1,23,3,14,7
Texas Two Step,6,16,2022,19,1,5,6,35
Texas Two Step,6,20,2022,35,29,15,34,18
Texas Two Step,6,23,2022,14,22,26,15,24
Texas Two Step,6,27,2022,31,19,23,5,32
Texas Two Step,6,30,2022,30,15,6,22,14
Texas Two Step,7,4,2022,8,14,33,27,18
Texas Two Step,7,7,2022,22,1,2,11,8
Texas Two Step,7,11,2022,3,35,18,34,4
Texas Two Step,7,14,2022,1,2,7,25,15
Texas Two Step,7,18,2022,5,34,1,27,9
Texas Two Step,7,21,2022,31,13,28,3,8
Texas Two Step,7,25,2022,20,26,6,9,29
Texas Two Step,7,28,2022,15,28,27,4,19
Texas Two Step,8,1,2022,3,22,6,16,22
Texas Two Step,8,4,2022,7,16,26,34,18
Texas Two Step,8,8,2022,33,17,11,4,9
Texas Two Step,8,11,2022,2,16,10,30,7
Texas Two Step,8,15,2022,27,13,9,1,9
Texas Two Step,8,18,2022,35,20,12,26,27
Texas Two Step,8,22,2022,24,27,26,14,30
Texas Two Step,8,25,2022,24,26,16,6,22
Texas Two Step,8,29,2022,17,34,31,15,28
Texas Two Step,9,1,2022,17,21,34,22,20
Texas Two Step,9,5,2022,1,10,4,25,2
Texas Two Step,9,8,2022,16,11,5,34,17
Texas Two Step,9,12,2022,21,28,6,15,34
Texas Two Step,9,15,2022,3,28,5,12,23
Texas Two Step,9,19,2022,14,7,10,33,27
Texas Two Step,9,22,2022,2,10,21,25,29
Texas Two Step,9,26,2022,14,10,34,25,20
Texas Two Step,9,29,2022,31,33,11,13,5
Texas Two Step,10,3,2022,35,11,28,31,17
Texas Two Step,10,6,2022,12,19,18,24,24
Texas Two Step,10,10,2022,1,25,8,14,23
Texas Two Step,10,13,2022,26,5,31,19,29
Texas Two Step,10,17,2022,4,16,11,8,16
Texas Two Step,10,20,2022,1,30,5,24,17
Texas Two Step,10,24,2022,25,17,20,11,8
Texas Two Step,10,27,2022,18,16,5,11,35
Texas Two Step,10,31,2022,8,10,30,5,30
Texas Two Step,11,3,2022,10,14,34,25,1
Texas Two Step,11,7,2022,9,4,11,30,13
Texas Two Step,11,10,2022,23,2,31,3,34
Texas Two Step,11,14,2022,5,22,17,27,10
Texas Two Step,11,17,2022,4,16,9,18,15
Texas Two Step,11,21,2022,18,17,30,11,21
Texas Two Step,11,24,2022,23,17,24,20,20
Texas Two Step,11,28,2022,29,7,21,2,13
Texas Two Step,12,1,2022,8,24,16,9,22
Texas Two Step,12,5,2022,4,21,6,32,26
Texas Two Step,12,8,2022,32,23,5,14,34
Texas Two Step,12,12,2022,28,14,17,13,29
Texas Two Step,12,15,2022,11,26,14,33,29
Texas Two Step,12,19,2022,19,4,33,26,35
Texas Two Step,12,22,2022,2,26,20,6,21
Texas Two Step,12,26,2022,8,10,29,30,33
